Time;Day_of_week;Sex_of_driver;Educational_level;Vehicle_driver_relation;Driving_experience;Type_of_vehicle;Owner_of_vehicle;Service_year_of_vehicle;Defect_of_vehicle;Area_accident_occured;Lanes_or_Medians;Road_allignment;Types_of_Junction;Road_surface_type;Road_surface_conditions;Light_conditions;Weather_conditions;Type_of_collision;Number_of_vehicles_involved;Number_of_casualties;Vehicle_movement;Age_band_of_casualty;Pedestrian_movement;Cause_of_accident;Accident_severity
10:30:00;Tuesday;Female;Above high school;Employee;1-2yr;Lorry (11?40Q);Owner;unknown;No defect;Office areas;other;Tangent road with mountainous terrain and;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Going straight;18-30;Not a Pedestrian;Changing lane to the left;Slight Injury
15:30:00;Tuesday;Male;Junior high school;Employee;Above 10yr;Lorry (41?100Q);Owner;Above 10yr;unknown; Church areas;Two-way (divided with broken lines road marking);Steep grade downward with mountainous terrain;No junction;Asphalt roads;Wet or damp;Daylight;Raining;Collision with roadside objects;2;4;Going straight;5;Not a Pedestrian;Changing lane to the right;Slight Injury
15:30:00;Tuesday;Male;Junior high school;Employee;1-2yr;Lorry (41?100Q);unknown;unknown;unknown;Office areas;other;Tangent road with mountainous terrain and;No junction;Asphalt roads;Wet or damp;Daylight;Raining;Rollover;2;4;Going straight;na;Not a Pedestrian;Driving under the influence of drugs;Slight Injury
15:30:00;Tuesday;Male;Junior high school;Employee;5-10yr;Stationwagen;Governmental;unknown;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Wet or damp;Daylight;Raining;Vehicle with vehicle collision;2;4;Going straight;18-30;Not a Pedestrian;No priority to vehicle;Slight Injury
15:30:00;Tuesday;Male;Junior high school;Employee;2-5yr;Other;Owner;1-2yr;No defect;School areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Wet or damp;Daylight;Raining;Collision with pedestrians;2;4;Going straight;na;Not a Pedestrian;No priority to vehicle;Slight Injury
16:05:00;Sunday;Male;unknown;unknown;unknown;Automobile;Owner;Below 1yr;No defect;Residential areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Going straight;31-50;Not a Pedestrian;Changing lane to the left;Serious Injury
19:38:00;Thursday;Female;Junior high school;Employee;2-5yr;Pick up upto 10Q;Owner;unknown;No defect;Office areas;other;Tangent road with mountainous terrain and;Y Shape;Asphalt roads;Dry;Daylight;Unknown;Vehicle with vehicle collision;1;1;Going straight;na;Not a Pedestrian;Changing lane to the right;Serious Injury
21:45:00;Friday;Male;Junior high school;Employee;2-5yr;Motorcycle;Owner;Unknown;No defect;Rural village areasOffice areas;other;Tangent road with flat terrain;Other;Asphalt roads;Wet or damp;Darkness - no lighting;Raining;Collision with pedestrians;1;1;Going straight;na;Not a Pedestrian;Changing lane to the right;Serious Injury
18:50:00;Friday;Male;Junior high school;Employee;Above 10yr;Automobile;Owner;Unknown;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Collision with pedestrians;2;1;Going straight;Over 51;Not a Pedestrian;Changing lane to the left;Slight Injury
18:50:00;Friday;Male;Junior high school;Employee;1-2yr;Pick up upto 10Q;Owner;Unknown;No defect;Residential areas;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;Over 51;Not a Pedestrian;Changing lane to the left;Slight Injury
18:15:00;Thursday;Male;Above high school;Owner;1-2yr;Motorcycle;Owner;Unknown;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Other;Over 51;Not a Pedestrian;Getting off the vehicle improperly;Slight Injury
18:15:00;Thursday;Male;Above high school;Employee;No Licence;Stationwagen;Owner;Unknown;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;Overtaking;Slight Injury
08:25:00;Thursday;Male;Junior high school;Employee;1-2yr;Lorry (41?100Q);Owner;Unknown;No defect;Residential areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Reversing;na;Not a Pedestrian;Changing lane to the left;Slight Injury
21:05:00;Tuesday;Male;Junior high school;Employee;5-10yr;Taxi;Owner;Unknown;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Wet or damp;Darkness - lights lit;Normal;Vehicle with vehicle collision;2;2;Going straight;na;Not a Pedestrian;Driving under the influence of drugs;Slight Injury
21:05:00;Tuesday;Male;Junior high school;Employee;Above 10yr;Automobile;Owner;Unknown;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Wet or damp;Darkness - lights lit;Normal;Collision with roadside objects;2;2;Reversing;18-30;Not a Pedestrian;Driving carelessly;Slight Injury
19:00:00;Thursday;Male;Junior high school;Employee;Above 10yr;Long lorry;Owner;Unknown;No defect;Office areas;unknown;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Going straight;Over 51;Not a Pedestrian;Moving Backward;Serious Injury
07:10:00;Friday;Male;Junior high school;Owner;5-10yr;Automobile;Owner;Unknown;No defect;Office areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Reversing;na;Not a Pedestrian;No distancing;Slight Injury
07:10:00;Friday;Male;Elementary school;Employee;2-5yr;Public (12 seats);Owner;Unknown;No defect;Other;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;unknown;na;Not a Pedestrian;No priority to vehicle;Slight Injury
19:40:00;Monday;Male;Junior high school;Employee;2-5yr;Lorry (11?40Q);Owner;Unknown;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Going straight;31-50;Not a Pedestrian;Overturning;Serious Injury
19:52:00;Sunday;Male;Junior high school;Employee;Below 1yr;Pick up upto 10Q;Owner;2-5yrs;unknown;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;2;1;Reversing;na;Not a Pedestrian;Changing lane to the left;Slight Injury
19:52:00;Sunday;Male;Junior high school;Employee;2-5yr;Lorry (41?100Q);Owner;2-5yrs;unknown;Residential areas;One way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Darkness - lights lit;Normal;Vehicle with vehicle collision;2;1;Other;5;Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle;No distancing;Slight Injury
15:25:00;Tuesday;Male;Junior high school;Employee;2-5yr;Other;Owner;2-5yrs;unknown;School areas;Undivided Two way;Tangent road with mild grade and flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Going straight;31-50;Not a Pedestrian;Moving Backward;Serious Injury
15:00:00;Thursday;Male;Elementary school;Employee;5-10yr;Automobile;Owner;2-5yrs;unknown;Residential areas;Undivided Two way;Tangent road with mild grade and flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;5;Not a Pedestrian;No priority to vehicle;Slight Injury
15:00:00;Thursday;Male;Junior high school;Employee;Above 10yr;Long lorry;Owner;2-5yrs;No defect;Office areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;No priority to vehicle;Slight Injury
12:00:00;Saturday;Male;unknown;unknown;unknown;Lorry (11?40Q);Owner;unknown;No defect; Church areas;One way;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Moving Backward;18-30;Not a Pedestrian;No distancing;Slight Injury
09:00:00;Monday;Male;Junior high school;Employee;2-5yr;Long lorry;Owner;unknown;No defect;Other;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Wet or damp;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;No distancing;Slight Injury
09:00:00;Monday;Male;Junior high school;Employee;5-10yr;Automobile;Owner;2-5yrs;No defect;Other;One way;Tangent road with flat terrain;Y Shape;Asphalt roads;Wet or damp;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;31-50;Not a Pedestrian;Overtaking;Slight Injury
17:22:00;Saturday;Male;Above high school;Employee;2-5yr;Taxi;Owner;5-10yrs;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;31-50;Not a Pedestrian;Driving under the influence of drugs;Serious Injury
17:22:00;Saturday;Male;unknown;unknown;unknown;Taxi;Owner;unknown;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;18-30;Not a Pedestrian;Changing lane to the right;Serious Injury
14:20:00;Monday;Male;unknown;Employee;1-2yr;Long lorry;Owner;unknown;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Other;5;Not a Pedestrian;Changing lane to the left;Serious Injury
14:20:00;Monday;Male;Junior high school;Employee;2-5yr;Lorry (11?40Q);Owner;unknown;No defect;Office areas;Two-way (divided with solid lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Collision with roadside objects;2;1;unknown;31-50;Not a Pedestrian;Driving carelessly;Serious Injury
13:40:00;Friday;Male;Junior high school;Employee;Above 10yr;Lorry (11?40Q);Owner;Unknown;No defect;Residential areas;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;31-50;Not a Pedestrian;Moving Backward;Serious Injury
13:40:00;Friday;Male;Junior high school;Employee;Below 1yr;Long lorry;Owner;Unknown;No defect;Office areas;One way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Turnover;na;Not a Pedestrian;Moving Backward;Serious Injury
17:40:00;Thursday;Male;Junior high school;Employee;2-5yr;Turbo;Owner;Unknown;No defect;Residential areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;2;Going straight;18-30;Not a Pedestrian;Changing lane to the right;Slight Injury
17:40:00;Thursday;Male;Junior high school;Employee;Below 1yr;Long lorry;Owner;Unknown;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;2;Moving Backward;18-30;Not a Pedestrian;No priority to vehicle;Slight Injury
17:40:00;Thursday;Male;High school;Employee;5-10yr;Long lorry;Owner;Unknown;No defect;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Collision with pedestrians;2;2;Moving Backward;18-30;Not a Pedestrian;Driving at high speed;Slight Injury
11:40:00;Tuesday;Male;Above high school;Employee;1-2yr;Public (13?45 seats);Owner;Unknown;No defect;Office areas;One way;Tangent road with flat terrain;Y Shape;Asphalt roads;Wet or damp;Daylight;Normal;Vehicle with vehicle collision;2;2;Going straight;18-30;Not a Pedestrian;Driving under the influence of drugs;Slight Injury
11:40:00;Tuesday;Male;Junior high school;Employee;Below 1yr;Automobile;Owner;Unknown;No defect;School areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Wet or damp;Daylight;Normal;Vehicle with vehicle collision;2;2;Other;Under 18;Not a Pedestrian;Changing lane to the right;Slight Injury
11:40:00;Tuesday;Male;unknown;unknown;unknown;Automobile;Owner;unknown;unknown;Residential areas;One way;Tangent road with flat terrain;Y Shape;unknown;Wet or damp;Daylight;Normal;Vehicle with vehicle collision;2;2;Going straight;Under 18;Not a Pedestrian;Driving carelessly;Slight Injury
08:20:00;Tuesday;Male;High school;Employee;Below 1yr;Pick up upto 10Q;Owner;unknown;unknown;Office areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;No distancing;Slight Injury
08:20:00;Tuesday;Male;High school;Employee;Below 1yr;unknown;Owner;Unknown;No defect;Residential areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;Changing lane to the left;Slight Injury
09:30:00;Tuesday;Male;unknown;unknown;unknown;Stationwagen;Owner;Unknown;No defect;Office areas;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;18-30;In carriageway, statioNot a Pedestrianry - not crossing  (standing or playing);No distancing;Slight Injury
09:30:00;Tuesday;Female;High school;Employee;2-5yr;unknown;Owner;2-5yrs;No defect;Office areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;18-30;Not a Pedestrian;No distancing;Slight Injury
14:45:00;Wednesday;Male;Junior high school;Employee;Above 10yr;Automobile;Owner;unknown;unknown;Residential areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;Getting off the vehicle improperly;Serious Injury
14:45:00;Wednesday;Male;Junior high school;Employee;Above 10yr;Automobile;Owner;Unknown;unknown;Other;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Collision with pedestrians;2;1;Going straight;Over 51;Not a Pedestrian;Overtaking;Serious Injury
18:45:00;Thursday;Male;Junior high school;Employee;5-10yr;Long lorry;Owner;Above 10yr;unknown; Industrial areas;Undivided Two way;Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;18-30;Not a Pedestrian;Driving carelessly;Serious Injury
18:45:00;Thursday;Male;Junior high school;Employee;1-2yr;Public (13?45 seats);Owner;Unknown;unknown;Office areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;Y Shape;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Other;na;Not a Pedestrian;Driving under the influence of drugs;Serious Injury
07:35:00;Monday;Male;Unknown;Employee;Below 1yr;Public (13?45 seats);Organization;Unknown;unknown;  Recreational areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Wet or damp;Daylight;Raining;Vehicle with vehicle collision;3;2;Going straight;Over 51;Not a Pedestrian;Moving Backward;Serious Injury
07:35:00;Monday;Male;Junior high school;Employee;Below 1yr;Lorry (11?40Q);Owner;1-2yr;No defect;Residential areas;Two-way (divided with broken lines road marking);Tangent road with flat terrain;No junction;Asphalt roads;Wet or damp;Daylight;Raining;Vehicle with vehicle collision;3;2;Overtaking;na;Not a Pedestrian;Overturning;Serious Injury
07:35:00;Monday;Male;High school;Employee;2-5yr;Lorry (11?40Q);Owner;Above 10yr;unknown;Residential areas;Undivided Two way;Tangent road with flat terrain;No junction;Asphalt roads;Wet or damp;Daylight;Raining;Collision with roadside objects;3;2;Going straight;18-30;Not a Pedestrian;Driving under the influence of drugs;Serious Injury
15:10:00;Wednesday;Male;Junior high school;Owner;1-2yr;Pick up upto 10Q;Owner;5-10yrs;unknown; Church areas;Undivided Two way;Steep grade downward with mountainous terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;1;1;Going straight;18-30;Not a Pedestrian;Changing lane to the right;Serious Injury
10:40:00;Friday;Male;Junior high school;Employee;5-10yr;Automobile;Owner;5-10yrs;unknown;Residential areas;Undivided Two way;Tangent road with flat terrain;Crossing;Asphalt roads;Dry;Daylight;Normal;Vehicle with vehicle collision;2;1;Going straight;na;Not a Pedestrian;Changing lane to the left;Slight Injury
